Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
MCM5	0.25569605789483923	4.109489053944791	4.48055863109455	9.304211236302661e-6	6.133433986036359e-4	3.2503957787360784
MSL2	0.13529309730691802	4.07491454518209	4.470771679774112	9.721948319297212e-6	6.24448218970244e-4	3.210088559111033
CD2	0.4637817893956866	3.374308048165396	4.461970169950791	1.0114121903147392e-5	6.333968841846055e-4	3.1738116133750696
PLK4	0.2601045843142566	2.4992932108679056	4.418844033435061	1.226137793729732e-5	7.491402861690191e-4	2.9972583547953215
RHOB	-0.3517182835204589	5.125383976033063	-4.395814505920204	1.3580275213194106e-5	7.961123847878415e-4	2.9036236638784994
SRSF1	0.13906343797624385	6.129297469481088	4.394382758328041	1.3665801415519835e-5	7.961123847878415e-4	2.8978649996585863
SENP1	0.14598456307265067	2.8438719936072436	4.364265568840698	1.5608120188088042e-5	8.885986607081942e-4	2.7761275500916716
FASLG	0.314842569418351	1.4085221030673738	4.3530172591510885	1.6400064265736686e-5	9.129369107926755e-4	2.730812286067434
CXCL10	0.6689514949355357	5.574382975034345	4.3367126702159515	1.7615061938820653e-5	9.335894007689737e-4	2.6653855569467035
CD274	0.33445926612076016	2.214289619478736	4.334283603555565	1.7803277220888344e-5	9.335894007689737e-4	2.655657616710461
TNFSF15	0.2441830900787434	1.5221802940107727	4.327402294446523	1.834681228171764e-5	9.335894007689737e-4	2.628133301199507
CXCL9	0.6949160202021244	5.103573620706759	4.325013153337114	1.8539412202864798e-5	9.335894007689737e-4	2.618577455439026
CCL8	0.4753657574534386	2.62472484494671	4.3194289687587215	1.8996775496831816e-5	9.335894007689737e-4	2.5962770437365554
PIM2	0.42357700775718937	4.230766468843956	4.319303080864799	1.900720935697312e-5	9.335894007689737e-4	2.5957746174172263
NFKB2	0.26290998134379173	4.028823904384739	4.311339207282417	1.96785172801909e-5	9.479747266707346e-4	2.564017770026953
SYK	0.2446463110361736	3.836561919734282	4.303990021741301	2.0318057191395833e-5	9.514645537678553e-4	2.5347600437764575
TNFAIP3	0.2726808736100638	3.976944416319945	4.296795835561641	2.0963305496595986e-5	9.514645537678553e-4	2.5061640116235475
WNT10A	0.307097534292259	1.3914496288798803	4.293465001844681	2.1268633351105235e-5	9.514645537678553e-4	2.492939303205092
C1QA	0.3929296708529242	6.884177323399058	4.293447319957148	2.1270265473453053e-5	9.514645537678553e-4	2.492869124486302
KNTC1	0.22980651363755364	3.5229699799476246	4.282712576589216	2.2283523720488187e-5	9.793022266635597e-4	2.450312621120406
PAK3	0.30328252308186565	1.260399644333146	4.275624349493862	2.297767136843229e-5	9.86045992045273e-4	2.4222662072704884
SOCS3	0.31668936953779353	4.324533202023487	4.273155686477954	2.322423693839166e-5	9.86045992045273e-4	2.4125083783693038
CEP55	0.3386954223516761	3.398096961353136	4.26178742314308	2.4392637940194254e-5	0.0010183926340031101	2.3676405207221185
ITGAM	0.30383970039875774	3.270468571940824	4.255260984601743	2.508853716035199e-5	0.0010302751735521596	2.3419321323634064
ADAR	0.21458779465909694	6.546647442439968	4.236834233955427	2.715590787351539e-5	0.001080495622495981	2.269577729737592
EZH2	0.2775845530057612	3.9001045163747623	4.2366877097126086	2.7174141404090546e-5	0.001080495622495981	2.2689693035241225
BIRC5	0.3854250259727692	3.8506468409933676	4.223725121665092	2.872661227645195e-5	0.0011231981098838819	2.21822236254427
IL2RG	0.39884185725380294	3.216156761324134	4.219361203791528	2.926802698769915e-5	0.0011231981098838819	2.201170548679211
STX11	0.2867500563765031	2.332832554500298	4.216776745752302	2.959324361370707e-5	0.0011231981098838819	2.1910795896766855
TLR6	0.2546822303988502	2.4829630027415672	4.205711684279388	3.102498260636748e-5	0.001159963901924635	2.1479410436937885
CDC25C	0.20897336393088217	1.656866759022279	4.2019856484501785	3.152081122620745e-5	0.001161171060612495	2.1334630949072393
CCR5	0.35167152698822074	2.723572683375022	4.19317811882117	3.272645928142797e-5	0.0011811155750155074	2.099204193428437
MKI67	0.33793070992290286	4.520524170058859	4.188362846643914	3.340349955931978e-5	0.0011811155750155074	2.080515821118863
RELB	0.2847343283756542	3.607782308472128	4.178742533333634	3.479631670439176e-5	0.0011811155750155074	2.0432384004070316
FBXO5	0.21758188811015283	2.4979869744434096	4.176419532394539	3.514034571139981e-5	0.0011811155750155074	2.034260139577909
APOL3	0.343948515643212	3.222135877407162	4.171316385275131	3.5909121735083736e-5	0.0011811155750155074	2.014517439054168
PCNA	0.2648677517756096	5.405926175188864	4.170973540806186	3.596130682744788e-5	0.0011811155750155074	2.0131926168851946
CD86	0.2665539161504054	2.771917522879601	4.169055541723854	3.6254584576565284e-5	0.0011811155750155074	2.005782933570015
ITGB7	0.25580763073002344	2.016082425572789	4.167145453410065	3.654891576878248e-5	0.0011811155750155074	1.9984069533143662
GRB2	0.15196571650058724	4.91360588830433	4.165278951613602	3.68369562865799e-5	0.0011811155750155074	1.991240582203413
CD27	0.2809980088682255	2.337847189721705	4.163281520835199	3.7151293521642807e-5	0.0011811155750155074	1.9834956131233517
KPNA2	0.3109216641177738	4.851232023825508	4.160813444629925	3.7540996308894614e-5	0.0011811155750155074	1.9739777530384872
SOCS1	0.29297428445270746	2.22844462972865	4.156806578274981	3.8181971960637435e-5	0.0011811155750155074	1.9585368739184288
CTSC	0.2918137084197872	3.9377774758292596	4.156745882317169	3.819176110828587e-5	0.0011811155750155074	1.9583030818346847
TNFRSF9	0.24572847231927278	1.2311075116828996	4.13261758053808	4.2278403502502425e-5	0.0012915536679727875	1.8656153971139
NUP62	0.16582427384244394	3.9747659877156245	4.127780732167812	4.3144494570136234e-5	0.001302132034917967	1.8471270703926796
MAP3K14	0.18305876041781777	2.6339866312252718	4.120404224704028	4.4500733646477056e-5	0.0013270754498145836	1.818919706611898
DEPDC1	0.28294500617662255	2.1248162466977867	4.1051952670117915	4.7427765843831696e-5	0.0013917260786619312	1.7608825716878664
SLAMF7	0.42235189143236673	2.7331422229456495	4.103425460168453	4.7779817471028374e-5	0.0013917260786619312	1.754145492071773
CCNB2	0.2738284550526642	3.413074039127649	4.098340623891549	4.8805178409486394e-5	0.0014052525507559012	1.7348042024610653
IRF8	0.3329557142542181	3.1601326855218255	4.067502545518227	5.5486270482952697e-5	0.0015625694485712446	1.6179828255250461
BUB1B	0.2818819369184556	3.0256640453513346	4.0673714748985725	5.5516439490156e-5	0.0015625694485712446	1.617488054022334
TLR1	0.24261716836339484	2.9950959596017968	4.047475659022417	6.0281188781681166e-5	0.0016691273569878046	1.5425565917080784
SLC7A7	0.24327783434422934	2.721206408927103	4.046058623271966	6.0634965862630824e-5	0.0016691273569878046	1.537232819497441
FOXP3	0.22748205482246647	1.8244291184941819	4.043259029087988	6.133905089654276e-5	0.0016701556793026046	1.5267284349067936
C17orf53	0.1902015898915048	1.9041523284691038	4.036997248100202	6.29418194328659e-5	0.0016953683621433234	1.5032611480168905
CDK2	0.16931700538145578	3.1148316254403308	4.032294576463275	6.417359271203281e-5	0.0017101579759961937	1.4856346247550052
TBX21	0.24503585736871183	1.1997352532425167	4.026633157282806	6.56879527758086e-5	0.0017223661545015677	1.4644269288119975
PSIP1	0.22695137699046197	3.7800499077549374	4.0254553265341375	6.600684663958104e-5	0.0017223661545015677	1.4600229675565872
SMC3	0.16072678059782475	4.290877239635062	4.015378808173646	6.879285680796036e-5	0.0017705761022959387	1.4224283685931463
CD74	0.3544236215039796	8.559831767143839	4.013710840599238	6.926804711576925e-5	0.0017705761022959387	1.4161755344963431
RPA1	0.14468888371513905	3.615757579218626	3.9991031697922566	7.353485247790408e-5	0.00186065460057727	1.3618376082688046
MX1	0.44485171121170436	4.688706739954487	3.9906008967031816	7.613687288521137e-5	0.001890658163361062	1.3302447646567908
BLM	0.2334054523170347	2.288521429114411	3.9903009613481313	7.62301295407055e-5	0.001890658163361062	1.3291325454162868
SHC2	-0.3121695640606287	1.5845841584650182	-3.969756371103084	8.288220377010277e-5	0.0020354894161187004	1.2531349754837304
GZMA	0.40511600720830027	2.8377815342759387	3.9644815441140553	8.467687842947784e-5	0.0020386921074790672	1.2336817051487907
INHBB	-0.4313532948087535	2.5167001105480966	-3.9639549451918175	8.485805367360719e-5	0.0020386921074790672	1.2317409641509958
DNAJC9	0.1727262450524251	3.032792841970867	3.9622236414077583	8.545416019373336e-5	0.0020386921074790672	1.2253815136105501
IDO1	0.517735454776444	2.4783661657108866	3.940343844887838	9.336964518612089e-5	0.002196725601006568	1.1449716410519573
USF1	0.17055403632574367	4.957633676750649	3.9391111098798377	9.383219134040032e-5	0.002196725601006568	1.1404824034250236
TNFAIP2	0.36656348335404176	5.503513333949042	3.9174420095130444	1.023935664850187e-4	0.002374961889305295	1.0612720233524096
CTSS	0.3274586023458535	5.0057591721128984	3.9120229945940657	1.0464648561220484e-4	0.0023800201371968754	1.0415338764575273
CDKN2A	0.5377355712369588	3.3049462935030576	3.9101150108401725	1.0545082703337335e-4	0.0023800201371968754	1.034590349478778
HJURP	0.27755050282329186	3.0162025031889614	3.9084751544864296	1.0614680802966031e-4	0.0023800201371968754	1.0286251244148223
CDC6	0.2357553551185461	2.627982851680526	3.9078528083715547	1.0641207799043915e-4	0.0023800201371968754	1.0263618596390245
IL10RA	0.3144502626810679	3.927016923287539	3.905344260486549	1.074877016963324e-4	0.0023828025907018818	1.0172425305150448
LIN9	0.23814992886028316	2.5695268625932433	3.9011293066854824	1.0931821004747156e-4	0.002402123826043125	1.001932245758458
KLRB1	0.23157543485001733	2.0122080246667307	3.8953276455603083	1.1188610625720286e-4	0.0024371712710808103	0.9808837686101555
E2F1	0.28403444474765704	3.625392957001783	3.8752387487141795	1.2122572014357728e-4	0.002617262129740488	0.9082278094453224
SLA	0.24908481014652256	2.8489377244412295	3.8727748445849817	1.224207105854437e-4	0.002617262129740488	0.8993407879642437
DCK	0.160972404849704	3.10625512292494	3.8709929763205038	1.2328819613148805e-4	0.002617262129740488	0.892939826648453
E2F3	0.21825250622406003	3.7430383203527913	3.849814874966231	1.3410466719045993e-4	0.002822959590858001	0.8167815730549641
CYBB	0.32355118644407577	5.322306659290546	3.845685916267229	1.3631460451968313e-4	0.0028455673693483854	0.8019835495531389
DLGAP5	0.2669765597458179	2.8698401228284696	3.8286523676266295	1.4580049666288215e-4	0.0030184317697563618	0.7410935157950549
JAK2	0.22981662226822194	3.758577325065782	3.8228792991740024	1.4915457116207188e-4	0.003062559022631066	0.7205140202424518
KIF2C	0.28515381599359785	3.561247280992022	3.8133373161804105	1.5485858883932245e-4	0.0031538273580691283	0.6865632427749944
POLD1	0.19965911605635542	3.628126330640274	3.808441789699359	1.5786438170407177e-4	0.0031891151303927406	0.6691756803471218
CXCR6	0.18156078174110277	2.502935048909554	3.787374469512411	1.7143621573769959e-4	0.0034355817633834997	0.5946029269551794
GNLY	0.3571327758795242	2.045099688421725	3.783391200342231	1.7412659344039587e-4	0.0034618025124459654	0.5805313445273903
CAV2	-0.24620054375466977	2.2351069881764665	-3.7759298414135944	1.7926787753105598e-4	0.003535953017443269	0.5542347643875667
TYMS	0.24287415778193328	3.046134803065652	3.7730855645363097	1.8126517026949556e-4	0.0035474160275397373	0.5442233333834263
NR1H3	0.24766589920449533	3.499069235846603	3.762422699521484	1.8894116236249563e-4	0.003667223809722971	0.5067547939705408
FAS	0.24219457222475768	3.0909905543239424	3.760557470240204	1.9031500808941565e-4	0.003667223809722971	0.5002107623816547
IL23A	0.22194051632746478	1.4928622504935867	3.754993142177504	1.9446961449025126e-4	0.0037082432062051245	0.480706829618887
STAT3	0.1568061625024109	5.373257972260589	3.753748136278869	1.95404432422785e-4	0.0037082432062051245	0.47637131675426136
MLPH	-0.5046662359352255	2.243357817435234	-3.743357550780189	2.0343520474451298e-4	0.003831617954022594	0.44000990362637715
ECT2	0.2598257845522911	3.8986336597091893	3.7370926465847356	2.0842241550057006e-4	0.0038962548569322986	0.41814686084678154
DDX5	0.14110222404301243	6.545274170974032	3.7336329119127507	2.1121891857718106e-4	0.003919284378043249	0.406112147901311
MSN	0.19323162397049828	6.185809490699281	3.7175446288544203	2.247307481930167e-4	0.004126264108959082	0.3501626136820617
GZMH	0.3138570375446672	1.6538324117520282	3.716466692151859	2.2566793729636496e-4	0.004126264108959082	0.34641080073089014
CD8A	0.30750436188719615	2.3618191721302058	3.703025043963786	2.3762038173165761e-4	0.004313326494476828	0.2998627137685066
GSTM3	-0.3189914529012476	1.8251986613786988	-3.6954238432243307	2.4464063997284427e-4	0.00440881153332356	0.2736103107134866
NEIL1	-0.194453749933991	2.3134987160349194	-3.6911865457231663	2.48635817292085e-4	0.004448805159404806	0.2590055654906367
TCF3	0.18807797535854662	3.939591854641143	3.6820836831738575	2.5743528431368504e-4	0.0045735843064239785	0.22766011916959794
CD4	0.2679612374298271	4.096539343366422	3.67776223376507	2.6171322062083546e-4	0.004584605181386593	0.21280848992502133
MSH2	0.20686900457351415	4.093124886903196	3.677759463404521	2.617159844065001e-4	0.004584605181386593	0.21279897423647576
GMPS	0.17429598523219003	4.08815922526882	3.671927382177739	2.675932019139859e-4	0.004648761154355253	0.19278814686138634
FANCA	0.2462500927405756	3.0236982810490827	3.6704641511320313	2.6908996701856757e-4	0.004648761154355253	0.18776434723630864
TOP2A	0.3186631964393917	4.649381351002695	3.6655097018496012	2.742087540099219e-4	0.004693532587245161	0.1707893770361304
JMJD6	0.12293899183950398	2.689118897277581	3.664333723275778	2.7542885841318903e-4	0.004693532587245161	0.16678572711001038
DNAJC7	0.09783503799307906	2.9866001999436373	3.6608944618104853	2.790509795407286e-4	0.004723126376685981	0.15501830326234067
RFC1	0.12481395132069127	3.8657050073595993	3.644884956673324	2.9650880851151546e-4	0.004950112697795668	0.10037911073297767
PRMT6	0.15563113425788025	3.055693957721093	3.6440377043111916	2.974639829373476e-4	0.004950112697795668	0.09748565120385777
CCNE2	0.22663575979178202	2.1621986531754365	3.6432207751384076	2.983900268930722e-4	0.004950112697795668	0.0946905855574034
IRF4	0.43809524414120943	2.8762290723611814	3.6407195393713963	3.0122527869955537e-4	0.004964271862778856	0.08617822107484852
FANCE	0.20078103278465376	2.864330594013308	3.6376324821922608	3.047594782966992e-4	0.004964646170949165	0.07567976396234055
MELK	0.31778566925680873	3.486347434833946	3.6372398345453205	3.052117805693299e-4	0.004964646170949165	0.0743450516509725
CCR8	0.1950154910145249	1.1953806437796803	3.6347693806665156	3.080712540191082e-4	0.004978828976244297	0.06595240205927677
GTSE1	0.23972411277094532	2.6895059364218423	3.6300818823649728	3.1356856893318904e-4	0.005035187597292555	0.050037149117573065
CD83	0.23629145699274745	3.536178605527798	3.61253868276094	3.3496756124797554e-4	0.005344546120548909	-0.009346993244942148
PTTG1	0.26952183835389704	3.343485998917991	3.606103105669658	3.4315565800278463e-4	0.005440537489221364	-0.031063404385202276
MAP4K1	0.24280442631270915	1.9798289892780192	3.592616265839238	3.609282369042791e-4	0.005680614607083785	-0.07645505485489235
BTK	0.2188361129617423	2.1771388531314413	3.5896594660218284	3.649383375175761e-4	0.005680614607083785	-0.08638503760748595
ICAM1	0.32805253309174737	4.383524650253024	3.589415409791168	3.652711940801577e-4	0.005680614607083785	-0.08720431951788399
PYCARD	0.2665877252356373	3.150031173287208	3.587881980385817	3.673690883623046e-4	0.005680614607083785	-0.09235074313621716
OASL	0.37006938926922556	2.7942919549696636	3.5798973909890264	3.784766782913903e-4	0.0058164667430670725	-0.1191146276578996
AURKB	0.26156091809624055	3.071175043802708	3.577410776203885	3.819996800908532e-4	0.005817441895700088	-0.12743809703932651
NME1	0.20555295497799808	3.0288370274272576	3.576579125877076	3.831847955251555e-4	0.005817441895700088	-0.13022066690144296
IL12RB2	0.33046728804379344	2.4563040124051962	3.56180261892956	4.0482486431557064e-4	0.006024993211982871	-0.17955842193100757
ABCC11	-0.5007608485486644	0.9404301415530787	-3.561459215823889	4.053411337001979e-4	0.006024993211982871	-0.18070272273693888
PRKAA1	-0.13600412130338085	3.857870245965277	-3.5608289373911535	4.0627933767417427e-4	0.006024993211982871	-0.18278294270038487
FGL2	0.27338170367305265	3.964071571590988	3.5607053937212987	4.064765879541338e-4	0.006024993211982871	-0.18321427093667708
CARD11	0.27219746498793546	2.2219594101983526	3.5553125044382825	4.146870436026003e-4	0.006110535554261846	-0.20116735817933318
HIST1H3H	0.335892724032088	4.999407385418158	3.5521124404024023	4.1963219713078904e-4	0.006147243589547524	-0.21180828480964653
CDKN1B	0.1746708337400695	4.663290315308854	3.545054513302453	4.307311836203303e-4	0.00627314892423795	-0.23523898511652064
NUSAP1	0.2599007002222642	4.034105086894565	3.540515294737622	4.380202993149713e-4	0.0062912810574729415	-0.25029534125481945
PTPRC	0.3013211741109337	3.842556894262241	3.539935771299868	4.389586828576283e-4	0.0062912810574729415	-0.25221545857232286
CXCR3	0.2856719970588813	2.255023594902446	3.5395954294291165	4.3951065271767055e-4	0.0062912810574729415	-0.2533429641229521
BCL2A1	0.40854325622645554	2.5750776645777567	3.5334239816321937	4.496330019333948e-4	0.006399606078654284	-0.2737703005502867
AHNAK2	-0.3929440777274161	3.0400597737482538	-3.5218461739177442	4.692141270003478e-4	0.006604210307686412	-0.31200142124990915
BUB1	0.2591481703575438	3.1830809446551322	3.5203655736268957	4.71774990097639e-4	0.006604210307686412	-0.316881940281462
VCAM1	0.3399597724489103	3.6949232503661036	3.520283329739924	4.7191762278477755e-4	0.006604210307686412	-0.3171529846828971
CYP2A6	-0.17530546040849065	0.5933606469522096	-3.516743357752891	4.7809525897100685e-4	0.006653492354013179	-0.32881368911980324
TYMP	0.27198041827522423	5.53729271515135	3.513897728184282	4.8311596397746783e-4	0.006676392729786304	-0.3381791588793055
PLK1	0.20761587790756855	2.6944271863335825	3.5122631275298763	4.8602224415237195e-4	0.006676392729786304	-0.34355566827792305
RRM2	0.25272193302066714	3.389804116006541	3.511303262318245	4.877364748706162e-4	0.006676392729786304	-0.34671174040032415
HSF4	-0.21183427137854086	2.445542800854287	-3.5040493010877087	5.008754455511884e-4	0.006818983647313734	-0.3705365821311428
PARP1	0.17916432708382116	5.0004900591444565	3.5002572773489207	5.078712105285047e-4	0.006876850715534617	-0.38296719004644775
MAGED2	-0.20039553164283683	5.610656700231735	-3.4958043538862964	5.162098917313726e-4	0.006930248419593709	-0.3975578541409295
HAVCR2	0.2259658058253533	3.022882579196035	3.495202302161505	5.173478860135822e-4	0.006930248419593709	-0.39953033222114254
MTHFD1	0.12861746083644482	3.3027844415695284	3.490998819673384	5.253375314214796e-4	0.006975817638475146	-0.41326365871926196
CD55	-0.1937956612682438	3.8167619358058884	-3.490494198533057	5.26319175118484e-4	0.006975817638475146	-0.41493157760862065
CD52	0.3774617332844471	4.1307695106337885	3.4850745306038347	5.368263401408155e-4	0.0070493510565305855	-0.43263611991631734
CCR2	0.33101213857552075	2.279843490237016	3.484621593805534	5.377132725479136e-4	0.0070493510565305855	-0.4341145560365449
HPSE	0.16976309268581996	1.8104384032035843	3.483295074433958	5.403095420574341e-4	0.0070493510565305855	-0.4384311448570717
MAD2L1	0.21085810399116542	1.9396906792196742	3.4808804553476294	5.450916490952439e-4	0.007074894201987492	-0.44631907500989954
CD79A	0.46684358998436726	2.8725938920175924	3.4682405033220727	5.707262752312351e-4	0.007369429481722907	-0.48746168039502624
CD47	0.1677010330769179	4.6651373341887705	3.4659125608316543	5.755630459898974e-4	0.007380376371029361	-0.4950166201568802
CDC7	0.23589999473291048	2.90014858543271	3.4650050955370606	5.774665743400218e-4	0.007380376371029361	-0.4979699808801836
GABBR2	0.3448529020933263	1.0801354833380985	3.4581226941355543	5.920526635957764e-4	0.0075280576820226305	-0.5202923990638695
TRAF2	0.20144603333218317	3.8581388894644992	3.456736351766593	5.950321042077767e-4	0.0075280576820226305	-0.5247837694833564
NDC80	0.24206597126370216	2.75014747178313	3.453013574850912	6.031022819468518e-4	0.00759181515717017	-0.5368360858817054
RAC2	0.2930507196816559	3.662457277166894	3.4460763941581583	6.184138765653751e-4	0.007745633803981324	-0.5592619726518455
CDC25A	0.23015422928298326	2.2851166683856947	3.4432615014593764	6.247297130436087e-4	0.007785810602856914	-0.5683494821201922
PFDN1	0.09075330206488141	3.60035054629336	3.4406499724497737	6.30628044553201e-4	0.00782041213666222	-0.5767571174579205
GBP2	0.2590810637246842	4.165643366249359	3.438810972007545	6.348384177307111e-4	0.00783115154411412	-0.582703032230361
PIK3CG	0.22643584324574834	2.4480360891096047	3.43658086492838	6.399609771656578e-4	0.00783115154411412	-0.5898887902300078
CCL7	0.3090226647931373	0.9807170599018402	3.4361857012914525	6.408726812548481e-4	0.00783115154411412	-0.5911616080106574
EBF4	-0.2463501237533735	1.8358829715615683	-3.4320517552356837	6.504832631392532e-4	0.007910002787203054	-0.6044686642770296
CCNB1	0.24317023828842146	4.080526875176096	3.4275188174000357	6.61175867595472e-4	0.008001186223800277	-0.6190425637943884
TNFRSF1B	0.24824946020670607	4.112224948849948	3.4257926307599815	6.652906457788006e-4	0.008005337336881788	-0.6245876323671427
LIG1	0.15266644777253327	3.3726523604424212	3.424696127334897	6.679103806021133e-4	0.008005337336881788	-0.6281016984754171
CCL13	0.36692336698611294	1.8245477028099175	3.418566485240477	6.827765141539354e-4	0.00814454841883623	-0.6477715172833021
TMEM45B	-0.25623556955445465	0.9699347500369253	-3.415999370278465	6.890909196996499e-4	0.008161290830868402	-0.6559964736859794
CD40	0.24859739037767928	3.001256018235473	3.4153502947657643	6.906960703170065e-4	0.008161290830868402	-0.6580751608952564
FCGR1A	0.1538261749598033	1.275847983460808	3.4122142267571434	6.984877212629779e-4	0.008214609116261783	-0.6680999734034083
TSC22D1	-0.16176610394387847	3.8879668500650117	-3.4072353921804757	7.110568947878741e-4	0.00832335290394217	-0.6840281106233839
TOMM40	0.17956712222266216	3.7732518073009103	3.403266249087521	7.212236362742903e-4	0.008386629622524299	-0.6967061415301847
RFC4	0.19431081901776898	3.363934786827849	3.402516519416766	7.231584824212569e-4	0.008386629622524299	-0.69909863024683
OAS1	0.30424811188416073	3.7780529540483996	3.397327353216987	7.366834717689299e-4	0.008479751457081481	-0.7156442145421487
EXO1	0.25793442224805235	2.891569638061927	3.3968427826902956	7.379584102370311e-4	0.008479751457081481	-0.7171880344692276
NQO1	-0.3385726888007412	3.3213786133969174	-3.3777189556517873	7.899472754294572e-4	0.00903569828744653	-0.7779483475883682
ACSL5	0.2350268884177639	3.0286850633748257	3.3763727110358315	7.937326573136561e-4	0.009037728666230493	-0.7822133407516363
CYBA	0.21353806036079317	5.4030662755834395	3.374902718259082	7.978852785508171e-4	0.00904390327045157	-0.7868685277966909
TNFSF13B	0.2658261612847913	3.304934813533916	3.369521851393609	8.132589644244753e-4	0.009176638314789688	-0.8038922451367672
CDKN2C	0.2212295309588645	2.7014039389363895	3.366882720405415	8.208995925181105e-4	0.009221316050483708	-0.8122323420121882
CCL2	0.27943378393901824	4.320205512036447	3.362899571960228	8.325579172228464e-4	0.009310524922514421	-0.8248079761032603
EML4	0.12950584137135993	4.544889754192556	3.360908373655956	8.384252644132969e-4	0.009334467943801371	-0.8310739062406709
