Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
MCM5	0.25569605789483923	4.109489053944791	4.48055863109455	9.304211236302661e-6	6.133433986036359e-4	3.2503957787360784
MSL2	0.13529309730691802	4.07491454518209	4.470771679774112	9.721948319297212e-6	6.24448218970244e-4	3.210088559111033
CD2	0.4637817893956866	3.374308048165396	4.461970169950791	1.0114121903147392e-5	6.333968841846055e-4	3.1738116133750696
PLK4	0.2601045843142566	2.4992932108679056	4.418844033435061	1.226137793729732e-5	7.491402861690191e-4	2.9972583547953215
RHOB	-0.3517182835204589	5.125383976033063	-4.395814505920204	1.3580275213194106e-5	7.961123847878415e-4	2.9036236638784994
SRSF1	0.13906343797624385	6.129297469481088	4.394382758328041	1.3665801415519835e-5	7.961123847878415e-4	2.8978649996585863
SENP1	0.14598456307265067	2.8438719936072436	4.364265568840698	1.5608120188088042e-5	8.885986607081942e-4	2.7761275500916716
FASLG	0.314842569418351	1.4085221030673738	4.3530172591510885	1.6400064265736686e-5	9.129369107926755e-4	2.730812286067434
CXCL10	0.6689514949355357	5.574382975034345	4.3367126702159515	1.7615061938820653e-5	9.335894007689737e-4	2.6653855569467035
CD274	0.33445926612076016	2.214289619478736	4.334283603555565	1.7803277220888344e-5	9.335894007689737e-4	2.655657616710461
TNFSF15	0.2441830900787434	1.5221802940107727	4.327402294446523	1.834681228171764e-5	9.335894007689737e-4	2.628133301199507
CXCL9	0.6949160202021244	5.103573620706759	4.325013153337114	1.8539412202864798e-5	9.335894007689737e-4	2.618577455439026
CCL8	0.4753657574534386	2.62472484494671	4.3194289687587215	1.8996775496831816e-5	9.335894007689737e-4	2.5962770437365554
