Gene	logFC_ISPY2	FDR_ISPY2	logFC_GSE	FDR_GSE	sig_ISPY2	sig_GSE	sig_ambas	categoria
SLC7A2	-1.770746019587459	0.00208610366199425	-1.027380432441669	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
FOXC1	1.5380640878335237	0.00208610366199425	-0.8503445481067479	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
RHBDL2	0.5193070525797443	0.00208610366199425	-1.361157187376937	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ANO1	-1.1225062464664153	0.00208610366199425	0.7458678720647701	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CEBPB	0.7344958326494124	0.00209514548524468	-0.734658225066018	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
HHAT	-0.8577681421093899	0.00210101659065696	1.0491461128671975	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
AMER1	0.5492943772683329	0.00229056566452482	-0.8992134185925148	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ERGIC1	-0.579481315314329	0.00230602396914516	0.3517275837528667	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SLIT2	-0.526576462220277	0.00231867771580587	-0.7945823013951279	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
HEYL	-0.7469954587733212	0.00231867771580587	0.3839457321199347	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
WWP1	-0.8377185351352334	0.00242894555026359	1.375243780940335	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SRPK1	0.5588526016304639	0.00242894555026359	0.02013554144290411	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ELP2	-0.656233991720012	0.00242894555026359	-0.7856349614577249	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ROPN1	1.3660053801681529	0.00248155296551207	-2.4744956173561055	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
FANCE	0.823366106764421	0.0025195885921767	-0.24892401231904632	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
BCL11A	1.1137626707519457	0.00254085467831273	-1.3080915149166972	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
B3GNT5	1.0235266911053948	0.00256221856924298	-0.12961558525407058	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
FOXA1	-1.4542893800952	0.00285636609618164	0.02843533796053911	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SPDEF	-1.1627352227754368	0.00285636609618164	1.5156192601018184	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CENPW	0.8889223249621545	0.00285636609618164	-0.7476040686653345	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SPOPL	-0.6340422024037498	0.00290844069320564	-0.11153991065493456	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SYTL4	-0.5945421020955296	0.00293819069415665	-0.0950087616524087	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
GAL	0.9936182269154302	0.00295737609921925	-0.9161417016135224	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SEL1L3	0.7691243092411217	0.00295737609921925	0.7059321943939391	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
PODN	-0.8748821287228021	0.00300163517950258	1.2521364866331242	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CMTM7	0.5845595922014918	0.00309388134833358	0.17261192161924227	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
TBC1D9	-0.6892098630336856	0.00310993030386081	0.8042715971006672	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CXCL11	1.1805098758001853	0.00321077395920373	-1.6308995183032984	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
DSC2	1.0666100381171209	0.00321077395920373	-1.3092018562090382	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CXCL10	1.1146189929054728	0.00321077395920373	-1.5644919268854518	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
RGS5	-0.8751270449198442	0.00321077395920373	1.1501288993100929	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CCNE1	0.9829246776458556	0.00321077395920373	-0.9904462850233204	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
PPARGC1B	0.43846386168408313	0.00321077395920373	0.7412281139367575	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
STARD10	-0.9488155423027116	0.00323463836579038	0.31831648889749053	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ETV7	0.5709238751800988	0.00334299290092108	-1.4849981769429603	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
LRRC32	-0.6011819955864379	0.00336762780769607	1.0006679035379589	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
GFRA1	-1.5991491309660584	0.00339245049601454	-1.5427579568748686	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
TAP2	0.6757447064616722	0.00377041751089285	-0.02196219315403204	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
PGR	-1.4985504185588432	0.00380245968839028	0.8023247835560274	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
IFT88	-0.49989106527329374	0.00387363548558325	0.9820360002440368	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
NFATC4	-0.6098692892706676	0.00387363548558325	0.5937394421264536	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
RPS6KA3	0.4359962612390795	0.00387363548558325	0.18109922846910315	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SLC40A1	-1.0303434371067457	0.00389780526846121	0.1866432901822251	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ATL2	0.4619482044828653	0.00398392443534427	-0.6826410670988572	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
NCCRP1	1.1830393025843031	0.00428440040112544	-0.33375725621544966	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
MAP1A	-0.5696332366726851	0.00428440040112544	0.8145878219370267	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CCL8	0.9649187321041004	0.00428440040112544	-1.809745797993108	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
EVL	-0.9008382301982452	0.00428440040112544	1.2243256711134207	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
OSCP1	-0.4322502416516199	0.00431562697297099	-0.7533864679860764	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SEMA3C	-0.7514534113913656	0.00435766640746508	1.3113687879915208	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
TCTN1	-0.5624868231474892	0.00435766640746508	0.3436430241673055	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
TSC2	-0.41997145775200134	0.00445560406595946	0.2727312488048249	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
TTLL4	0.6752452991920619	0.00445560406595946	-0.7052221434683944	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
RGL2	-0.5392841458299135	0.00453829278136593	0.3175416830745208	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ELF5	0.9968382119603864	0.00453829278136593	0.3282324328722553	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
C11orf96	-0.6848455618172203	0.00456770905035106	0.5539249255964102	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CTSC	0.6478130254782872	0.00463021823616943	-0.01154441286533322	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ANP32E	0.7426097827871084	0.00463021823616943	-0.6981436217545554	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
UGDH	-0.7723827761667669	0.0046586124655358	0.4019467109398416	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
IGFBP4	-0.6721226131203153	0.0046586124655358	0.8978959664593344	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ADCY9	-0.5306492677499952	0.00470382490926547	1.277755844376944	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
KLK6	1.5091428024292803	0.00491208891956591	-1.5142372236803536	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
KCNK15	-0.916212142765953	0.00506277402339105	-1.3445243699564495	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SYTL2	-0.9104972734402068	0.00511270433700891	1.7363801042381708	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CD47	0.5463410297094701	0.00511270433700891	0.11217113440622896	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
MATN3	-0.6355092921887255	0.00511270433700891	0.9920671948411766	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
NFIL3	0.777408072076015	0.00511270433700891	-0.14105820442191605	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ESR1	-1.4518330141708138	0.00516692969592041	-0.23311912447974223	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
NAT1	-1.6142528131896172	0.00516782469768752	1.2677834827052326	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CCL14	-0.6748126424832662	0.00516782469768752	2.798385342563574	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
IVD	-0.4075197607193013	0.00520083679280664	-0.00274038754127114	0.999814837919666	TRUE	FALSE	FALSE	Solo I-SPY2
CHEK1	0.6257824041144605	0.00547565509612464	-0.45539878191171174	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CPLX1	-0.769701774543597	0.00563497009755485	0.9052265659644396	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
C1GALT1	0.6693755539749402	0.00578656600297222	0.36499276662321933	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
MRFAP1	-0.3697835166238077	0.00589001622355937	-0.1912838797537545	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
AFF3	-1.7194737830789146	0.00589001622355937	2.97396784251629	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CPT1A	-0.5597816746001352	0.00589001622355937	0.16340377538686296	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CENPA	0.652064142547098	0.00589001622355937	-1.772112179043862	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
LZTFL1	-0.607019405081067	0.00589001622355937	-0.02513730387321867	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
NMI	0.6479919388666987	0.00589001622355937	-1.3282489092380911	0.865107375551094	TRUE	FALSE	FALSE	Solo I-SPY2
RHOC	-0.47651915886998175	0.00589001622355937	0.13167297059458857	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
PAGR1	-0.5917723368167638	0.00589001622355937	-0.10464549494937891	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
COMMD10	-0.4877424084915463	0.00589001622355937	0.38942212821179345	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
GPC1	-0.5960303660338128	0.00599234923017599	-0.03438550399609186	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
PPEF1	-0.4682136747460381	0.0061152479657471	-0.5162441381047933	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CCDC125	-0.5528608451423465	0.00626391810354712	0.27803064230842667	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
L3MBTL4	0.6194707920701782	0.00626391810354712	-1.2634199468510368	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SLC25A33	0.5038615381809551	0.0062675758836502	-0.3435988146086936	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
MLPH	-1.2133095146905937	0.0062675758836502	0.4456815403604056	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CD34	-0.3735852346300452	0.00626758134166491	1.0424637212942431	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
BUD13	0.44631719282887367	0.00626758134166491	-0.07253234123897494	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
GZMB	0.792013441301453	0.00628794030434818	-0.7703948025285728	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CIRBP	-0.5153715051704328	0.00653088378844303	1.0226583096270878	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SGSM2	-0.44922045922926823	0.00654081794449694	1.2098998636604894	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
DNAJC12	-1.127760427495395	0.00654081794449694	-0.6081027838171622	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
AMD1	0.5654617825682542	0.00654081794449694	-0.197971994084133	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
THSD4	-1.034011635753496	0.00654081794449694	0.3252325903850399	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SPATA24	-0.5192827050391203	0.00654081794449694	-0.6871995733189274	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SVEP1	-0.5694750779668438	0.00654081794449694	2.132387806419178	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
FZD4	-0.6168825117178239	0.00654081794449694	1.0376165965360695	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
STK32B	-0.7696095821706697	0.00654587443903951	2.840667815629529	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
APBB3	-0.3591426018128431	0.00655888631918144	-0.08968960835082355	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
TPCN1	-0.3906193941383522	0.00655888631918144	1.146753717851814	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
PHGDH	0.8774488154511123	0.00655888631918144	-2.284192179320352	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
TMEM38A	0.4866286042567154	0.00655888631918144	-2.4160211546238877	0.6495815558783974	TRUE	FALSE	FALSE	Solo I-SPY2
TRIQK	-0.5890905327278366	0.00655888631918144	0.6211514869311502	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
BATF2	0.589509529280881	0.00655888631918144	-0.8482751435364909	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
E2F3	0.6182060148456151	0.00655888631918144	-0.07902642609989768	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
PRKG1	-0.5489168353668548	0.00655888631918144	1.5077222510302546	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
UGCG	-0.6772118874359391	0.00655888631918144	-0.43837842246554903	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
DMRTA1	0.946048603891958	0.00655888631918144	-2.483591993279086	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
JAM3	-0.5877842279002754	0.00655888631918144	0.8574615126060517	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CCL18	1.3390479655669227	0.00655888631918144	-1.3879029346662124	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SYNGAP1	-0.3305141252211341	0.00655888631918144	-0.30281033113432626	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
PDHA1	0.5437325965238627	0.00655888631918144	0.13140502022331968	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SPARCL1	-0.7290298006602097	0.00655888631918144	0.04670173812353662	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ADCY6	-0.5904843975123564	0.00655888631918144	0.9236796272437452	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
MEIS3	-0.4949920847695652	0.00657922890174763	1.4933447084233016	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CXCL16	0.5773547810545121	0.00670679246721633	-0.3271853160384599	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
FHL1	-0.6970634677463478	0.00670679246721633	-0.503507119624972	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
REEP5	-0.5179305137604638	0.00699841070798182	0.7347677209983301	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ECI2	-0.5712943225547595	0.00700090146006308	-0.42529028139629577	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
TBX2	-0.4827609563932812	0.00702772197072664	1.0143762742643698	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ITGB7	0.6324307417336893	0.00702772197072664	-0.22987887776539995	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CRADD	-0.5090010577957721	0.00702772197072664	0.28081409390401374	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ITGB4	0.7635598110557892	0.00702772197072664	-0.3804156407319639	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CCND1	-1.199450785139792	0.00721333992119412	-1.7079246013790377	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
EDNRA	-0.440701719830023	0.00728202658693067	1.1016396963314987	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
KCTD3	-0.4847683974394047	0.00728831203550157	0.10742693674924052	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SMOC2	-0.8293808794295201	0.00802961058695629	-0.22810025002450457	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SCN4A	-0.6274788349656211	0.00810353894937217	3.50888271127752	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CAPN6	0.9034886469333028	0.00821739832117821	1.5941084891009325	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SEMA3G	-0.5585181557877843	0.00821739832117821	-0.10245595041825564	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ZNF695	0.5782832521748638	0.00821739832117821	-1.099385767448011	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
C9orf116	-0.41859940544582463	0.00821739832117821	-0.808363517619423	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SLC44A4	-1.2758627601174506	0.00821739832117821	0.6997400611329397	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CLN3	-0.4186315223140196	0.00823881821848336	0.32651212741212704	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CCDC159	-0.5274791085334932	0.00828287707144951	-0.8934822487825116	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
IGF1R	-1.007270832193467	0.00841688849339836	0.16108824684000525	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
PELI1	0.5998815268734827	0.00841688849339836	-0.7559323866545857	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
GK	0.4005017599533106	0.00841688849339836	0.905951644745126	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
TTK	0.5940482391347952	0.00841688849339836	-0.9529613940188524	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
FANCA	0.47973445678539456	0.00841688849339836	0.19229616120885523	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
PDCD1LG2	0.5489260272473591	0.00841688849339836	-0.10961622636671638	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ACOX3	-0.57752763947402	0.00841688849339836	-0.3155710603218254	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
EML4	0.45535722492750413	0.00853415782542491	0.1486574388284457	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
AGR3	-1.374226277106016	0.00853415782542491	0.8361928505787296	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ATP11C	0.5510608232569161	0.00853874630293795	-0.5992631802883917	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
TRIM29	0.9464208385767168	0.00853874630293795	0.5622068032617807	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
TUBA8	0.4710169429702173	0.00890871143379408	0.11739726354618175	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
NRIP1	-0.5365318159435356	0.0089263813650208	-0.05627365999898108	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ZIC4	0.5329366781565169	0.00901426574229187	-2.328836314956326	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CDCA8	0.5272759023180312	0.00913045972735353	-1.1443950934392555	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CIITA	0.5392879028286912	0.00913045972735353	0.440144117757828	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
H19	-0.7341386441976249	0.00917554782425747	2.438333004336461	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CCNB2	0.6772616767886777	0.00960138239706146	-1.1337476121356589	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CDKN2A	0.999341102660902	0.00960138239706146	-3.634405782852692	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CDC20	0.6160387189728435	0.00960138239706146	-1.3341618648273934	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
IL6ST	-0.716345279130419	0.00960138239706146	0.6354143450727767	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
FSIP1	-1.4787459831117435	0.00960138239706146	0.9567947910480168	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
GRHL1	0.7164902153891033	0.00960138239706146	-0.07318726899054329	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
GPX4	-0.5165669055826079	0.00962505854701588	0.03040088940234451	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
NOTCH4	-0.5085569659499178	0.00962505854701588	0.3025703535588894	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
TBCK	-0.46182586493042255	0.00962505854701588	0.02353226795090919	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
NDUFC2	-0.47323007058051025	0.00962505854701588	0.4445094747295299	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ENPP1	-0.6093954879538949	0.00962505854701588	3.3335095064222187	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
CCDC74B	-1.116493771771442	0.00962505854701588	-0.8652261959453504	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
IMPA2	0.7998292206963207	0.00962505854701588	-0.7525452277147332	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
NPDC1	-0.38093895788878535	0.00962505854701588	-0.3529713711010017	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
C1orf21	-0.718324834491437	0.00962719972023786	0.35218851806396434	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
P4HTM	-0.6259561197132998	0.00962719972023786	-0.5999003313056005	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
NRBF2	0.36632928452882474	0.00962719972023786	-0.0715930527933913	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ANKRD50	-0.624278072623151	0.00972731177504162	0.6379683341233294	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
FAM214A	-0.6745978005143068	0.00987036533726264	0.8008469397070349	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
ZNF703	-0.9910943809159048	0.01010522212908273	-0.7609745622117686	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
LAMA2	-0.5257192646495605	0.01010522212908273	-0.4777988744604734	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
SNRPG	0.3749596031442056	0.01010522212908273	-0.5293735720356895	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
VGLL1	1.6139793547445789	0.01010522212908273	-1.842532762180382	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
COQ7	-0.44052151155368274	0.01010522212908273	-0.01952366775690443	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
LCMT2	-0.47450971165946254	0.01020326244098306	0.24376026171790616	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
RAB27B	-0.906644033484707	0.01027153227932439	-0.06644708726287221	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
TMEM219	-0.31680709817439	0.01035815429950908	-0.7267916902418577	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
YPEL3	-0.4889031752111028	0.01035815429950908	-0.3566457501928395	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
THRA	-0.28296757308821674	0.01035815429950908	-0.4043049692479612	0.9994332785153688	TRUE	FALSE	FALSE	Solo I-SPY2
